Unnamed: 0,Latitude,Longitude
512,12.92141402,77.67602406
513,12.97061042,77.64503919
514,12.93635718,77.61498193
515,12.99478338,77.58522794
516,12.9922574,77.58852471
517,12.91593735,77.65172761
518,12.97363813,77.60728542
519,13.01668239,77.62961347
520,12.96476203,77.71669239
521,12.915677,77.672702
522,12.94032409,77.56430134
523,12.92944498,77.63450481
524,12.95928893,77.56736878
525,13.02223067,77.64003485
526,12.93458217,77.61135299
527,12.94007477,77.57999964
528,12.83925826,77.65925523
529,12.933678,77.61592079
530,13.00082674,77.57235367
531,13.03987718,77.51888517
532,12.93638918,77.61289264
533,12.9549544,77.72976816
534,12.89712903,77.65856422
535,12.955949,77.71665014
536,13.02278141,77.63966907
537,12.934235,77.625886
538,12.93958626,77.62557976
539,12.93591212,77.61519659
540,12.96007,77.52689
541,13.02270236,77.6434426
542,12.90531961,77.61157896
544,12.92461715,77.61934564
545,13.26839073,77.71970719
546,12.97485515,77.61936978
547,12.91131122,77.60192569
548,12.97460096,77.59946946
549,12.91520173,77.58560278
550,12.93733453,77.62433555
551,12.97905603,77.64523968
552,13.02249918,77.63974786
553,12.9158465,77.63468888
554,12.877269,77.616707
555,12.96090757,77.52793528
556,13.00073069,77.61512853
557,12.93459361,77.61270784
558,12.92941361,77.68325932
559,12.92651673,77.57806543
560,13.00191165,77.57226951
561,12.91711772,77.57765874
562,12.98384327,77.57672466
563,12.98736479,77.68952865
564,13.03418623,77.56955411
565,12.91389782,77.60979831
566,12.9869468,77.7367317
567,12.91367723,77.60723244
568,12.84811037,77.64860887
569,12.91548474,77.59505957
570,12.89067625,77.5969978
571,12.96640253,77.63728727
572,12.9245103,77.67292611
573,12.98891628,77.72974301
574,12.95446037,77.57881578
575,12.93783644,77.56865893
576,12.93533439,77.60773335
577,12.93481875,77.61280071
578,13.02235708,77.63808355
579,12.92892182,77.581845
580,12.97184673,77.6789755
581,12.91050108,77.60649618
582,12.96858735,77.6361708
583,12.91348737,77.6100501
584,12.93401985,77.62618382
586,12.92314075,77.59313341
587,12.94811265,77.69865755
588,12.93383224,77.62668181
589,12.97734504,77.72496466
590,12.96873307,77.64897868
591,12.90618466,77.59384789
592,12.90645526,77.58634575
593,13.007936,77.557236
595,12.97515213,77.62041852
596,12.97184411,77.59518161
597,12.93333228,77.62704223
598,12.9670305,77.59389818
599,12.98961705,77.72826377
600,13.02157279,77.64137998
601,12.9686344,77.60272264
602,12.90925532,77.63869744
603,13.02785591,77.57332128
604,12.980311,77.640974
605,13.04293344,77.60978658
606,12.90713077,77.60018963
607,12.91173736,77.63889827
608,12.90362707,77.65000094
609,12.91230894,77.63681117
610,12.91263671,77.58569229
611,12.96718864,77.59549174
612,12.91479422,77.63830248
613,12.92335741,77.5812405
614,12.92460147,77.58381944
615,12.98729651,77.73784395
616,13.26828206,77.71918684
617,12.97271221,77.59975344
618,12.89750324,77.59961665
619,12.97047319,77.61103883
620,12.90925564,77.64250115
621,12.97896389,77.63679709
622,12.92849733,77.59642717
623,13.02803001,77.57207237
624,12.91285665,77.6352223
625,12.92689351,77.58367024
626,12.95754741,77.64424827
627,12.9751603,77.62042556
628,12.97320719,77.62204494
629,12.97244822,77.67995652
630,12.97271711,77.61863753
631,12.96967011,77.63871755
632,12.94714579,77.59867553
633,13.02324427,77.64312577
634,12.84992489,77.66037606
635,12.9343616,77.61632111
636,13.0726207,77.60381397
637,13.06325792,77.65533451
638,13.00348918,77.57843792
639,13.02014857,77.64304798
640,12.98367567,77.56018348
641,13.04100674,77.62029797
642,12.97596141,77.60378715
643,12.995525,77.573585
644,13.02259913,77.64812171
645,12.91229063,77.64247399
646,12.93546543,77.53294632
647,12.97740809,77.64061924
648,12.96908854,77.64141217
649,13.02133433,77.64170118
650,12.90305319,77.52231941
651,12.91159782,77.63107493
652,12.9725152,77.62610044
653,12.9600891,77.64858339
654,13.063066,77.587019
655,13.0153078,77.63933748
656,13.01945083,77.58524269
658,12.916533,77.604325
659,12.99919463,77.6000914
660,12.83948022,77.65959721
661,12.96590427,77.59091154
662,13.01632633,77.76221417
663,12.996065,77.695574
664,12.94063713,77.62410957
665,12.93306498,77.61477482
666,12.98635855,77.57442232
667,13.025218,77.64347
668,12.937394,77.62431677
669,12.971673,77.61261
670,12.97161802,77.54700679
671,12.97912954,77.6425045
672,12.90588662,77.58568425
673,13.03351205,77.56908808
674,12.9251949,77.57684469
675,13.0429256,77.6098372
676,12.91416155,77.61303172
677,12.97388284,77.6449272
678,13.080504,77.815213
679,12.9611442,77.6046057
680,12.90725528,77.60712583
681,12.9752214,77.60366175
682,13.01501348,77.63166569
683,12.970417,77.647434
684,13.19993746,77.7082099
685,12.97507045,77.61525594
686,12.93753811,77.57951785
687,13.0540349,77.50757195
688,13.0913393,77.658541
689,12.84496183,77.66549908
690,12.91464226,77.64472503
691,12.91803895,77.63823744
692,13.06473414,77.64669646
693,12.93745511,77.62715455
694,12.91619388,77.64472906
695,12.93738224,77.69356202
696,12.98524679,77.57916648
697,13.063577,77.59057
698,12.99562362,77.57180214
699,12.90643925,77.59178258
700,12.90708992,77.6000867
701,12.98232278,77.70890929
702,12.90360321,77.64940515
703,12.94535878,77.57703714
704,12.937017,77.624877
705,12.99516234,77.61420786
706,12.93419691,77.61587854
707,13.00113807,77.59921465
708,12.934072,77.615702
709,12.84039061,77.65066814
710,12.93427958,77.51745187
711,12.899347,77.59447
712,12.97179543,77.60092322
713,12.97564645,77.59914961
714,12.90753633,77.54083905
715,12.89712772,77.71873221
716,12.94097859,77.62446161
717,12.99415319,77.57142462
718,13.000372,77.61672445
719,13.02205918,77.64007542
720,13.025494,77.629682
721,12.93551934,77.62123927
722,12.93360154,77.62183204
723,12.98466362,77.57847045
724,12.97297097,77.57480185
725,13.01965924,77.63717294
726,13.02883813,77.54041929
727,12.97002,77.638715
728,12.97566606,77.60197967
729,12.97345941,77.60694142
730,12.93447303,77.61613972
731,12.96252948,77.64187954
732,12.9342188,77.62594789
733,12.99342173,77.60831539
734,12.94702163,77.57156342
735,12.96444249,77.50479184
736,12.92905089,77.5860792
737,12.9705699,77.63340846
738,12.99385394,77.57749077
739,12.99528419,77.6669753
740,13.02295029,77.63968147
741,12.9694094,77.6478072
742,12.848915,77.670378
743,12.94484381,77.57220279
744,12.92589258,77.56476838
745,12.923189,77.61646
746,12.8412487,77.64761612
747,12.99915249,77.56807689
748,12.82442111,77.41161861
749,12.84220224,77.66971953
750,13.01643184,77.63468686
751,12.98573488,77.54242022
752,12.95585588,77.71684527
754,12.93696006,77.62006983
755,12.90027333,77.58576069
756,12.84871347,77.65765864
757,12.92151565,77.57111382
758,12.99872323,77.55691487
759,12.83908631,77.65808579
760,13.039094,77.564143
761,13.02595319,77.64066517
762,12.92878196,77.62776341
763,13.03761694,77.5135504
764,12.93639867,77.61504639
765,12.97279193,77.6268803
766,12.97347085,77.62005039
767,12.95342132,77.69813351
768,13.06404861,77.64882345
769,12.98881697,77.54555773
770,12.99885749,77.57001176
771,12.95348536,77.71528926
772,12.94051524,77.62007486
773,12.9335571,77.61581048
774,12.98513538,77.57937871
775,12.94987776,77.6992929
776,12.975455,77.60287721
777,12.93073738,77.58234456
778,12.94162917,77.55743153
779,12.975181,77.604017
780,12.98366718,77.54848838
781,12.99750011,77.69667707
782,13.03104526,77.62744591
783,12.97014124,77.61006553
784,12.9242443,77.67182976
785,12.99154815,77.57054117
786,12.96078243,77.50732318
787,12.97255604,77.63696205
788,12.84497883,77.66545851
789,12.99253509,77.58933909
790,12.89965761,77.59481985
791,12.92776274,77.57809561
792,12.95973655,77.74781071
793,12.93935557,77.62574807
794,12.93650357,77.60832176
795,12.99989504,77.57231981
796,12.94579009,77.57054519
797,12.95973198,77.64843252
798,12.96795,77.641228
799,12.913447,77.6039744
800,12.91204619,77.62627915
802,13.064951,77.64587637
803,12.99196043,77.70279385
804,12.93442,77.612768
805,12.98098851,77.64611743
806,13.02774616,77.57956546
807,12.91427462,77.60062516
808,12.97821344,77.63779219
809,12.99873662,77.58406486
810,13.05731896,77.6102791
811,12.91402723,77.60621756
812,12.95849724,77.52668805
813,12.98383772,77.57672198
814,12.91869057,77.57783342
815,13.04141789,77.62243453
816,13.02887145,77.54042566
817,12.96506883,77.63524108
818,12.9474121,77.5738718
819,12.97072281,77.5975661
820,12.91894644,77.56882288
821,12.96967174,77.73560464
822,12.95386961,77.63966337
823,12.87893278,77.61000652
824,12.91356743,77.63820391
826,12.90867557,77.6504378
827,12.93376394,77.61939391
828,12.9006106,77.60031536
829,12.94854756,77.69920338
830,12.95548993,77.71573752
831,12.96721575,77.71663103
832,12.90702978,77.56369315
833,12.91915,77.66513
834,12.927274,77.637993
835,12.97166017,77.59419255
836,12.93600688,77.62140121
837,12.93141445,77.58355994
838,13.02601819,77.63624825
839,12.88362651,77.55005512
840,12.96908691,77.64769088
841,12.931714,77.607324
842,12.92005262,77.58942593
843,13.02315,77.55278
844,12.99143184,77.57990576
845,12.9321608,77.58349724
846,12.94937162,77.64533792
847,12.9565172,77.70994965
848,12.92269632,77.6744315
849,12.95743926,77.71462072
850,13.02918699,77.57873598
851,12.92219863,77.49531325
852,12.91175893,77.6825767
853,13.01445619,77.64270633
854,12.9487472,77.71192811
855,12.91037232,77.60660782
856,12.93653297,77.61988275
857,12.9625053,77.64334403
858,12.96492931,77.71814112
859,13.02723463,77.59352535
860,13.09226674,77.59405274
861,13.06289702,77.59209774
862,12.953727,77.719529
863,12.92874862,77.54575118
864,12.93249901,77.61380989
865,12.96454475,77.60667153
866,12.97930204,77.64224768
867,13.0235317,77.7070056
868,12.9168455,77.6062501
869,12.978209,77.63652
870,12.96873633,77.6486776
871,12.98467506,77.58770965
872,13.0344629,77.56831661
873,12.96964495,77.6488962
874,12.98525234,77.73971178
875,13.00445288,77.57061224
876,12.97618749,77.72690456
877,12.98986664,77.59128135
878,12.86726459,77.54373081
879,13.04575091,77.52260003
880,12.93349697,77.6270714
881,12.96061122,77.5127684
882,12.96868112,77.64935151
883,12.9270435,77.66899768
884,12.87951914,77.60977954
886,12.9848603,77.6117513
887,13.0604289,77.65715372
888,12.83908827,77.65760466
889,13.03732031,77.56565753
890,13.00647762,77.56925538
891,12.84551525,77.65909631
892,12.9323304,77.62312017
893,12.91391416,77.61022512
894,12.97509009,77.60245609
895,13.04418344,77.60095205
896,12.97375084,77.60307904
897,13.09759486,77.53243737
898,13.04911216,77.59376876
899,12.97026,77.639465
900,12.91998498,77.5835643
901,12.99644034,77.55074445
902,12.9311014,77.5861647
903,12.929936,77.685813
904,12.9348547,77.6139316
905,12.92621773,77.51554348
906,13.00026615,77.61779431
907,13.05594589,77.66352388
908,12.90633532,77.57795177
909,12.93796184,77.62411397
910,12.99943017,77.56545402
911,12.88147527,77.59692069
913,12.9767612,77.64123304
914,12.91496579,77.63219073
915,12.91198344,77.64243677
916,12.91287952,77.63513044
917,12.987289,77.73784027
918,12.92161,77.671918
919,12.98671499,77.57443473
920,12.99666347,77.568787
921,12.95701712,77.70348184
922,12.90507777,77.580119
923,12.94184,77.625555
924,12.936198,77.615398
925,12.91426449,77.63806678
926,12.91123704,77.56698489
927,12.82144096,77.66004715
928,12.96490514,77.71742865
929,12.91179815,77.64127672
930,12.93546935,77.51810096
931,12.94474056,77.5721639
932,12.9336878,77.61557076
933,12.91636512,77.59279646
934,12.9245152,77.6742528
935,13.060616,77.589577
936,12.98308793,77.59860009
937,12.97213,77.64225
938,12.90623172,77.59334497
939,12.8688773,77.58214172
940,12.913425,77.682971
941,12.8355509,77.693379
942,13.02810612,77.55874146
943,12.99717081,77.69676659
944,13.19931531,77.70953123
945,12.84015656,77.6534174
946,13.12156505,77.63104912
947,12.97941476,77.69539766
948,12.9149586,77.58606881
949,13.00070391,77.61316113
950,12.91148812,77.64435915
951,13.03394822,77.56790161
952,12.95900695,77.71406349
953,13.26234611,77.7163323
954,12.97124164,77.60565128
955,12.98188892,77.53327422
956,12.97886523,77.69450113
957,12.97968331,77.6037335
958,12.9537118,77.71517459
959,12.97149942,77.60844581
960,12.93020931,77.51494333
961,12.90634611,77.5968248
962,12.854952,77.669243
963,13.04267704,77.51314055
964,12.907486,77.694646
965,12.88287054,77.5464556
966,12.98572475,77.60538105
967,12.91179194,77.64380403
968,12.84145661,77.64775928
969,12.92218066,77.55835421
970,12.93634704,77.58081201
971,12.93501743,77.61528544
972,13.01241649,77.64753431
973,12.91043311,77.58810997
974,12.97896782,77.5778636
975,13.12196406,77.62394596
976,13.00162809,77.54944492
977,13.06758271,77.63262827
978,12.89189401,77.5790887
979,12.93304962,77.58231774
980,12.91026284,77.60979865
981,12.92883424,77.58650266
982,12.96787215,77.65430119
983,12.91605532,77.61877667
984,12.906694,77.633389
985,13.02258052,77.63757762
986,12.93392471,77.61971645
987,12.97507045,77.62002356
988,12.9866369,77.73603447
989,12.984256,77.733464
990,12.98069941,77.75115615
991,12.91043964,77.59920627
992,12.84199074,77.66956765
993,12.86716621,77.5353764
994,13.0012511,77.57227488
995,12.91375991,77.63213877
996,12.92459983,77.58383319
997,13.0145911,77.63517603
998,12.93652873,77.61495017
999,12.91139357,77.59894978
1000,12.98658169,77.61950187
1001,13.06296775,77.57645409
1002,12.936308,77.615532
1003,12.97370445,77.6410494
1004,12.92089573,77.60074049
1005,12.93066418,77.6004431
1006,12.93889908,77.56742645
1007,12.99952295,77.61609849
1008,13.03779392,77.6511915
1009,13.056046,77.576661
1010,12.94238431,77.57159024
1011,12.90374014,77.51386508
1012,13.02384538,77.639858
1013,12.91697655,77.50004232
1014,12.91229946,77.63364282
1015,13.02932091,77.57152855
1016,12.96519279,77.71934509
1017,12.99062556,77.72311695
1018,12.9588988,77.71933135
1019,12.91371253,77.65171554
1020,12.99559585,77.57151783
1021,12.92194864,77.61653602
