Unnamed: 0,Latitude,Longitude,date_y,time_y
178,12.92493217,77.56572761,26-01-2024,1:45 PM
179,12.93868341,77.69494738,25-01-2024,7:53 PM
180,28.64607661,77.34839626,24-01-2024,11:10 PM
181,12.93374597,77.61966113,22-01-2024,9:17 PM
182,13.06264326,77.59249136,26-01-2024,10:19 PM
183,12.9361487,77.62540944,20-01-2024,7:44 PM
184,12.97538737,77.60499951,24-01-2024,6:58 PM
185,12.91180959,77.64383823,24-01-2024,3:32 PM
186,12.99841973,77.55220156,21-01-2024,4:55 PM
187,13.02222054,77.63740126,19-01-2024,10:38 AM
188,12.95603003,77.72001263,20-01-2024,1:10 PM
189,12.9127743,77.63537619,19-01-2024,4:20 PM
190,12.97670729,77.72552993,20-01-2024,11:45 AM
191,12.97343033,77.60934602,19-01-2024,11:17 PM
192,12.98723444,77.59493887,23-01-2024,6:34 PM
193,12.9498111,77.69928485,26-01-2024,10:40 PM
194,12.92554456,77.58385833,22-01-2024,4:23 PM
195,12.97874369,77.63675988,20-01-2024,4:38 PM
196,12.91497592,77.6661237,20-01-2024,11:13 PM
197,12.94836817,77.69886609,22-01-2024,4:13 PM
198,12.92002746,77.58946717,20-01-2024,11:54 AM
199,12.93714043,77.61955149,22-01-2024,8:39 PM
200,12.93445212,77.61273164,22-01-2024,10:43 PM
201,12.99783235,77.69651916,26-01-2024,9:59 PM
202,13.02542336,77.63951752,25-01-2024,2:58 PM
203,12.93712083,77.61437315,23-01-2024,10:44 AM
204,12.97900114,77.64166094,26-01-2024,11:05 AM
205,12.93755608,77.61916794,23-01-2024,6:02 PM
206,12.97796481,77.63669617,19-01-2024,7:19 PM
207,12.98658855,77.57957485,19-01-2024,11:51 PM
208,12.93451159,77.61686426,20-01-2024,11:33 AM
209,12.87617684,77.59534489,23-01-2024,8:24 PM
210,12.93433808,77.61609849,26-01-2024,6:27 PM
211,12.989372,77.717098,21-01-2024,8:24 PM
212,12.90611832,77.60138724,24-01-2024,6:38 PM
213,12.97034544,77.6459337,25-01-2024,7:05 PM
214,12.9684181,77.60177549,21-01-2024,9:28 PM
215,13.01133555,77.55460449,26-01-2024,10:10 PM
216,12.967199,77.64119,21-01-2024,7:48 PM
217,12.97307715,77.60247689,21-01-2024,3:27 PM
218,12.90638238,77.58149866,20-01-2024,6:43 PM
219,12.91421122,77.66676273,21-01-2024,7:50 PM
220,12.936211,77.61612,26-01-2024,11:09 AM
221,12.97012687,77.64027826,21-01-2024,9:22 PM
222,12.84159063,77.64742803,21-01-2024,5:00 PM
223,12.93260848,77.61399496,22-01-2024,10:57 PM
224,12.96830832,77.60269113,20-01-2024,4:21 PM
225,12.92362472,77.57339403,25-01-2024,10:18 AM
226,12.970375,77.642769,20-01-2024,3:26 PM
227,12.97694972,77.64082812,22-01-2024,2:11 PM
228,12.93334829,77.58343488,23-01-2024,11:56 AM
229,12.97441506,77.60725256,25-01-2024,2:34 PM
230,12.96982922,77.59748127,20-01-2024,9:42 PM
231,12.97521584,77.6051306,26-01-2024,11:53 AM
232,12.97327612,77.60342874,23-01-2024,2:40 PM
233,12.97189541,77.59615459,21-01-2024,1:10 PM
234,12.92766699,77.58085292,24-01-2024,3:12 PM
235,13.05951114,77.59274114,23-01-2024,1:30 PM
236,12.91217233,77.64371317,26-01-2024,2:03 PM
237,12.90086002,77.71111806,26-01-2024,10:07 AM
238,12.91780987,77.64496475,20-01-2024,6:54 PM
239,12.97329409,77.61130504,26-01-2024,10:19 AM
240,12.970031,77.640634,24-01-2024,8:25 PM
241,12.96724,77.60171,20-01-2024,3:58 PM
242,12.97182288,77.59611636,21-01-2024,4:59 PM
243,12.9292316,77.63457857,21-01-2024,10:19 AM
244,12.99782157,77.54671209,26-01-2024,11:44 PM
245,12.90090375,77.59482622,21-01-2024,6:14 PM
246,12.99630509,77.69539665,24-01-2024,11:59 AM
247,12.9612231,77.6486703,24-01-2024,9:51 PM
248,12.93288133,77.58500732,21-01-2024,10:14 PM
250,12.9312344,77.62337834,24-01-2024,7:05 PM
251,12.9599009,77.64715813,21-01-2024,10:33 PM
252,12.93586898,77.61585508,20-01-2024,6:00 PM
253,12.96831421,77.60117702,21-01-2024,12:45 PM
254,12.91227299,77.64311839,23-01-2024,8:09 PM
255,12.94095278,77.57681217,20-01-2024,7:55 PM
256,12.91723929,77.58577242,26-01-2024,11:59 PM
257,12.90659546,77.58972902,19-01-2024,9:38 PM
258,13.26226061,77.7162163,19-01-2024,3:05 PM
259,12.97322712,77.64683928,19-01-2024,4:37 PM
260,12.97446407,77.60748524,20-01-2024,6:47 PM
261,12.93421194,77.61695713,22-01-2024,10:28 AM
262,12.92551874,77.58390058,26-01-2024,1:11 PM
263,13.05042275,77.57698761,24-01-2024,4:26 PM
264,13.02407234,77.64310263,20-01-2024,10:54 PM
265,12.95052995,77.6999259,20-01-2024,10:05 AM
266,13.02414836,77.6361394,20-01-2024,10:11 AM
267,12.91231384,77.64003284,24-01-2024,1:03 PM
268,13.0248465,77.63162244,20-01-2024,11:10 AM
269,13.02118635,77.64148425,25-01-2024,12:12 PM
270,12.99216854,77.588575,24-01-2024,10:31 AM
271,12.96713865,77.59563223,21-01-2024,8:48 PM
272,12.972226,77.773276,20-01-2024,11:04 PM
273,12.83989276,77.6638817,26-01-2024,11:00 AM
274,12.97531124,77.57856231,22-01-2024,2:11 PM
275,13.01238219,77.55435705,26-01-2024,6:37 PM
276,12.97905799,77.72744905,21-01-2024,10:30 AM
277,13.0071375,77.57947728,21-01-2024,2:15 PM
278,12.92944629,77.68342596,23-01-2024,3:02 PM
279,12.98402459,77.57811002,26-01-2024,5:11 PM
280,13.01746017,77.64335677,19-01-2024,9:54 PM
281,12.98411313,77.58396763,26-01-2024,12:03 PM
282,12.90656703,77.58978669,19-01-2024,5:40 PM
283,12.98026485,77.64067188,25-01-2024,10:39 AM
284,12.98866113,77.72947714,19-01-2024,5:04 PM
285,12.9823829,77.63928115,25-01-2024,6:15 PM
286,12.91183573,77.59983089,19-01-2024,11:55 AM
287,12.9309602,77.6080777,20-01-2024,3:12 PM
288,12.9125926,77.65223254,23-01-2024,6:50 PM
289,12.89297285,77.59880193,20-01-2024,11:04 PM
290,12.98655588,77.59472765,20-01-2024,12:02 PM
291,12.99919626,77.57149167,20-01-2024,8:44 PM
292,12.99288073,77.57141188,25-01-2024,9:09 PM
293,12.96658615,77.59508807,24-01-2024,8:41 PM
294,12.974143,77.620468,26-01-2024,4:32 PM
295,12.92484656,77.67470241,26-01-2024,3:01 PM
296,12.96879841,77.6020826,22-01-2024,9:28 PM
297,12.93276664,77.61418641,22-01-2024,8:55 PM
298,12.97567912,77.60180399,24-01-2024,9:28 PM
299,12.92440834,77.56481364,19-01-2024,2:44 PM
300,12.97509888,77.62001619,23-01-2024,6:14 PM
301,13.069119,77.58048143,24-01-2024,3:25 PM
302,12.97766554,77.63660766,26-01-2024,1:38 PM
303,12.93630097,77.58396227,19-01-2024,11:24 AM
304,13.02542238,77.63866056,25-01-2024,10:12 PM
305,12.96018222,77.64924858,20-01-2024,12:36 PM
306,12.968444,77.584417,22-01-2024,11:06 AM
307,13.02372609,77.63975691,23-01-2024,9:01 PM
308,12.90111356,77.59493317,25-01-2024,10:38 PM
309,12.97107,77.647521,23-01-2024,11:52 AM
310,12.93357997,77.61570387,20-01-2024,1:20 PM
311,12.94078188,77.57051133,24-01-2024,12:27 PM
312,12.99967192,77.61603612,24-01-2024,8:28 PM
313,12.98725894,77.59472966,26-01-2024,11:31 PM
314,12.98099929,77.63831053,23-01-2024,11:49 AM
315,13.00458747,77.57864613,25-01-2024,12:28 PM
316,12.96304767,77.60582127,22-01-2024,11:40 AM
317,12.91061219,77.68462557,20-01-2024,2:05 PM
318,12.91516971,77.63556194,24-01-2024,5:07 PM
319,12.92948191,77.57343929,19-01-2024,7:52 PM
320,12.9967324,77.69675486,21-01-2024,10:04 PM
322,12.8893745,77.58188456,21-01-2024,4:30 PM
323,12.99088463,77.61932686,24-01-2024,9:21 PM
324,12.9167759,77.59005792,24-01-2024,3:21 PM
325,12.95901741,77.51929186,24-01-2024,4:06 PM
326,12.939496,77.625999,24-01-2024,6:20 PM
327,12.975798,77.641156,25-01-2024,5:51 PM
328,12.97660209,77.72572272,20-01-2024,9:11 PM
329,12.91211024,77.64369573,25-01-2024,10:18 AM
330,12.97382142,77.642591,22-01-2024,5:17 PM
331,12.96716086,77.59554338,23-01-2024,4:37 PM
332,12.9961632,77.6954335,26-01-2024,3:15 PM
333,12.97046708,77.64469143,22-01-2024,3:40 PM
334,12.70034365,77.25174554,24-01-2024,9:28 PM
335,12.96473556,77.71748196,21-01-2024,4:24 PM
336,12.94990945,77.69927043,20-01-2024,4:35 PM
337,12.94009797,77.56441332,25-01-2024,1:57 PM
338,12.96654629,77.64164887,21-01-2024,11:20 AM
339,12.92351263,77.56975796,22-01-2024,12:54 PM
340,12.95740986,77.74078768,25-01-2024,2:06 PM
341,12.91048147,77.68473689,24-01-2024,5:10 PM
342,13.02548151,77.63939984,19-01-2024,1:14 PM
343,12.97130274,77.63512105,26-01-2024,10:11 AM
344,12.9120841,77.63851304,25-01-2024,9:06 PM
345,12.965649,77.641645,19-01-2024,10:11 AM
346,12.91239586,77.63358917,24-01-2024,7:44 PM
347,13.0054205,77.57242776,24-01-2024,9:26 PM
348,12.93551771,77.60829359,23-01-2024,2:03 PM
349,12.99957228,77.61585709,26-01-2024,10:25 AM
350,12.98078465,77.64042713,19-01-2024,9:35 PM
351,12.93372179,77.6192997,19-01-2024,11:24 AM
352,12.88666345,77.58208338,24-01-2024,8:00 PM
353,12.93434494,77.60961693,24-01-2024,8:40 PM
354,12.91910003,77.65158679,25-01-2024,2:13 PM
355,12.96994064,77.63811205,20-01-2024,3:55 PM
356,12.93635913,77.62121078,20-01-2024,11:45 AM
357,12.92413842,77.56644778,24-01-2024,11:32 PM
358,12.96087882,77.50921045,20-01-2024,8:39 PM
359,12.95664561,77.71695625,20-01-2024,3:02 PM
360,12.95086421,77.69944713,19-01-2024,9:44 PM
361,12.969999,77.639917,23-01-2024,4:04 PM
362,12.965944,77.641337,26-01-2024,2:59 PM
363,12.97498322,77.60753151,23-01-2024,10:17 AM
364,12.93413711,77.62346283,22-01-2024,7:09 PM
365,13.0321872,77.56967917,21-01-2024,5:36 PM
366,13.01233809,77.55401038,26-01-2024,7:54 PM
367,12.90684285,77.5952547,22-01-2024,1:03 PM
368,12.97543899,77.60232367,25-01-2024,10:05 PM
369,12.97537953,77.64702301,20-01-2024,3:59 PM
370,12.99585949,77.69639678,21-01-2024,1:44 PM
371,12.97495904,77.60760259,19-01-2024,10:30 AM
372,12.90369962,77.51388352,24-01-2024,4:10 PM
373,12.97991723,77.64057733,19-01-2024,4:59 PM
374,12.97225415,77.59615961,24-01-2024,9:59 PM
375,12.9039091,77.50785291,25-01-2024,5:47 PM
376,12.936282,77.615714,23-01-2024,9:59 PM
377,12.9406075,77.62358526,25-01-2024,7:12 PM
378,12.970089,77.64083,20-01-2024,8:03 PM
379,12.92092678,77.6515013,24-01-2024,4:03 PM
380,12.97618945,77.6020759,26-01-2024,8:25 PM
381,12.97584085,77.55263843,21-01-2024,10:42 AM
382,12.9264004,77.58476693,25-01-2024,12:03 PM
383,13.02226366,77.64351368,24-01-2024,1:44 PM
384,12.936221,77.622319,24-01-2024,4:24 PM
385,12.97475223,77.59950768,20-01-2024,8:22 PM
386,12.86788137,77.54336368,23-01-2024,2:41 PM
387,13.0938126,77.5955638,21-01-2024,10:30 AM
388,12.92204504,77.58391567,24-01-2024,12:37 PM
389,12.929122,77.634665,25-01-2024,7:37 PM
390,12.89887096,77.60568682,23-01-2024,8:38 PM
391,12.96294149,77.74780937,19-01-2024,5:20 PM
392,13.02780887,77.57336989,26-01-2024,9:22 PM
394,12.96592453,77.71812033,21-01-2024,4:16 PM
395,12.9086357,77.6519338,22-01-2024,8:56 PM
396,12.936978,77.620128,23-01-2024,11:17 PM
397,12.96869386,77.64147252,19-01-2024,2:12 PM
398,12.96866347,77.60272298,19-01-2024,11:55 AM
399,12.91378214,77.58581903,24-01-2024,3:19 PM
400,12.97779198,77.69553613,21-01-2024,4:34 PM
401,12.97194736,77.59857964,21-01-2024,3:29 PM
402,12.9644451,77.63875544,21-01-2024,4:14 PM
403,12.94911741,77.6455069,25-01-2024,11:04 PM
404,12.95767876,77.64491547,26-01-2024,10:02 PM
405,12.96409452,77.73969904,26-01-2024,5:22 PM
406,12.97850095,77.64261514,23-01-2024,8:23 PM
407,12.841875,77.644528,26-01-2024,3:52 PM
408,12.93703783,77.61984084,19-01-2024,11:26 AM
409,12.98728867,77.73814838,23-01-2024,10:22 PM
410,12.99409537,77.57141691,19-01-2024,10:11 AM
411,12.97369988,77.60300361,19-01-2024,1:38 PM
412,12.99087123,77.61932451,24-01-2024,11:05 AM
413,13.01455582,77.62880143,22-01-2024,6:15 PM
414,12.95781044,77.70890996,20-01-2024,9:17 PM
415,12.95395097,77.63965163,23-01-2024,11:44 AM
416,12.9387602,77.57076882,26-01-2024,11:53 PM
417,12.99464519,77.58522928,22-01-2024,1:48 PM
418,12.92713761,77.58520279,21-01-2024,9:28 PM
419,12.92888358,77.62905356,23-01-2024,5:14 PM
420,12.96083831,77.50729736,26-01-2024,10:02 PM
421,12.9512782,77.71559637,26-01-2024,3:41 PM
422,13.0293085,77.56176967,25-01-2024,2:44 PM
423,12.967885,77.648157,26-01-2024,1:04 PM
424,12.9745794,77.60677312,20-01-2024,7:31 PM
425,12.993883,77.703264,23-01-2024,7:06 PM
426,12.98532226,77.57905718,23-01-2024,1:45 PM
427,12.97506784,77.62002826,22-01-2024,2:08 PM
428,12.9063631,77.58903835,26-01-2024,10:02 PM
429,13.09724479,77.58419327,24-01-2024,10:03 AM
430,12.93520401,77.62423128,23-01-2024,10:58 PM
431,12.92346851,77.58137964,26-01-2024,12:37 PM
432,12.91325142,77.66626652,23-01-2024,10:33 PM
433,12.92577004,77.63352077,20-01-2024,2:58 PM
434,12.90813144,77.63484478,22-01-2024,2:46 PM
435,12.97034479,77.64483768,24-01-2024,7:03 PM
436,12.96830506,77.60115489,25-01-2024,10:11 PM
437,12.92878,77.62776576,23-01-2024,7:16 PM
438,12.9805896,77.64085595,21-01-2024,5:18 PM
439,12.97365218,77.60712918,19-01-2024,12:58 PM
440,12.90023509,77.58569464,24-01-2024,10:44 PM
441,12.96840863,77.74989177,21-01-2024,11:49 PM
442,12.91489651,77.50098947,21-01-2024,2:36 PM
443,12.96703769,77.6416187,24-01-2024,5:18 PM
444,13.02802283,77.57126402,23-01-2024,4:32 PM
445,12.94829759,77.56862774,20-01-2024,10:52 AM
446,12.93790278,77.5677577,23-01-2024,5:48 PM
447,12.91680956,77.59399608,24-01-2024,7:55 PM
448,12.9207428,77.61321008,22-01-2024,12:00 PM
449,13.02251518,77.5926248,24-01-2024,9:00 PM
450,12.84807769,77.65771933,19-01-2024,8:45 PM
451,12.92109899,77.64507204,20-01-2024,12:45 PM
452,13.01244622,77.6656305,24-01-2024,9:16 PM
454,12.970265,77.573028,23-01-2024,10:24 PM
455,12.93469066,77.61570521,25-01-2024,1:11 PM
456,12.92337179,77.58598566,19-01-2024,12:57 PM
457,12.97986463,77.72786278,22-01-2024,5:17 PM
458,13.019247,77.63770703,25-01-2024,4:00 PM
459,12.96431474,77.59834461,21-01-2024,5:30 PM
460,12.96628752,77.59504281,19-01-2024,7:51 PM
461,12.92600826,77.50001013,26-01-2024,7:49 PM
462,12.89363794,77.61086516,26-01-2024,4:08 PM
463,12.92828068,77.68216766,23-01-2024,10:47 AM
464,12.9674046,77.71462172,22-01-2024,6:00 PM
465,13.01279085,77.64781393,19-01-2024,12:26 PM
466,12.93415443,77.6157508,22-01-2024,6:48 PM
467,12.98643304,77.59841468,19-01-2024,10:49 PM
468,12.97223977,77.6258862,22-01-2024,1:43 PM
469,12.91036285,77.59126358,22-01-2024,12:50 PM
470,12.92870647,77.587023,21-01-2024,10:16 PM
471,12.91181089,77.64120229,20-01-2024,11:46 PM
472,12.97065714,77.60068517,25-01-2024,6:03 PM
473,13.0220141,77.63985749,20-01-2024,5:20 PM
474,12.97605387,77.57554416,19-01-2024,12:10 PM
475,12.99464617,77.58523431,22-01-2024,5:51 PM
476,12.97459083,77.59945706,26-01-2024,12:31 PM
477,13.02864476,77.57171396,25-01-2024,2:28 PM
478,13.02061634,77.64315359,22-01-2024,7:42 PM
479,12.91080631,77.68079303,26-01-2024,11:26 PM
480,13.0233047,77.63560686,26-01-2024,10:33 AM
481,12.99017962,77.53791243,23-01-2024,9:47 PM
482,12.9137662,77.6100581,21-01-2024,4:53 PM
483,12.96417751,77.7170109,19-01-2024,2:33 PM
484,12.92928781,77.68321004,26-01-2024,10:47 AM
485,13.02223328,77.63953496,23-01-2024,9:39 PM
486,12.9744376,77.60728408,19-01-2024,5:36 PM
487,12.95125206,77.69932576,24-01-2024,4:26 PM
488,12.925024,77.63742138,19-01-2024,9:41 PM
490,13.08711421,77.590991,26-01-2024,9:06 PM
491,12.96880593,77.6144211,20-01-2024,4:56 PM
492,12.93353389,77.62238156,20-01-2024,2:24 PM
493,12.97261485,77.65334096,21-01-2024,10:28 AM
494,12.98484168,77.57961005,21-01-2024,1:36 PM
495,12.89797222,77.65828863,25-01-2024,5:37 PM
496,12.932918,77.614292,23-01-2024,8:48 PM
497,12.9915354,77.57050697,21-01-2024,8:24 PM
498,12.91059749,77.63795011,19-01-2024,2:35 PM
499,12.90849517,77.65154924,21-01-2024,3:53 PM
500,12.90623336,77.59335,26-01-2024,7:47 PM
501,13.04256468,77.55497564,25-01-2024,10:46 PM
502,12.93208499,77.63208613,21-01-2024,6:40 PM
503,12.93441748,77.61632882,21-01-2024,11:44 PM
504,12.90842066,77.5858663,26-01-2024,12:08 PM
