Latitude,Longitude
13.01965924,77.63717294
13.02883813,77.54041929
12.99342173,77.60831539
12.96444249,77.50479184
12.99385394,77.57749077
13.02295029,77.63968147
12.99915249,77.56807689
13.01643184,77.63468686
12.98573488,77.54242022
12.99872323,77.55691487
13.039094,77.564143
13.02595319,77.64066517
13.03761694,77.5135504
13.06404861,77.64882345
12.98881697,77.54555773
12.99885749,77.57001176
12.98513538,77.57937871
12.98366718,77.54848838
13.03104526,77.62744591
12.99154815,77.57054117
12.96078243,77.50732318
12.99253509,77.58933909
12.99989504,77.57231981
13.064951,77.64587637
13.02774616,77.57956546
12.99873662,77.58406486
13.05731896,77.6102791
12.95849724,77.52668805
12.98383772,77.57672198
13.04141789,77.62243453
13.02887145,77.54042566
13.02601819,77.63624825
13.02315,77.55278
12.99143184,77.57990576
13.02918699,77.57873598
13.01445619,77.64270633
13.02723463,77.59352535
13.09226674,77.59405274
13.06289702,77.59209774
12.98467506,77.58770965
13.0344629,77.56831661
13.00445288,77.57061224
12.98986664,77.59128135
13.04575091,77.52260003
12.96061122,77.5127684
13.0604289,77.65715372
13.03732031,77.56565753
13.00647762,77.56925538
13.04418344,77.60095205
13.09759486,77.53243737
13.04911216,77.59376876
12.99644034,77.55074445
13.00026615,77.61779431
13.05594589,77.66352388
12.99943017,77.56545402
12.98671499,77.57443473
12.99666347,77.568787
13.060616,77.589577
13.02810612,77.55874146
13.19931531,77.70953123
13.12156505,77.63104912
13.00070391,77.61316113
13.03394822,77.56790161
13.26234611,77.7163323
12.98188892,77.53327422
13.04267704,77.51314055
13.01241649,77.64753431
13.12196406,77.62394596
13.00162809,77.54944492
13.06758271,77.63262827
13.02258052,77.63757762
13.0012511,77.57227488
13.0145911,77.63517603
13.06296775,77.57645409
12.99952295,77.61609849
13.03779392,77.6511915
13.056046,77.576661
13.02384538,77.639858
13.02932091,77.57152855
12.99559585,77.57151783
13.00833149,77.57147491
12.97244658,77.53881633
13.08370514,77.48505145
13.021792,77.640584
13.033258,77.657148
13.03024826,77.56919503
13.01160244,77.55589563
13.01064628,77.55495451
12.98835796,77.57724166
13.024228,77.639899
12.96951459,77.53451005
13.09845435,77.5732388
13.01417134,77.64083315
12.98411052,77.58396629
12.99852787,77.56981563
13.00030862,77.61734437
13.0301323,77.57080335
12.95795028,77.51864947
13.05462999,77.50746265
13.03643251,77.58945946
13.00264733,77.57214915
13.05490565,77.64542643
13.057762,77.595151
13.02582416,77.64053743
13.04582668,77.52234221
12.99259814,77.5915499
13.0126628,77.64270231
12.97200159,77.52753563
13.01976181,77.63687253
13.01541331,77.63368975
13.00537934,77.57069405
12.99121034,77.54064392
13.02259685,77.63978977
13.05897583,77.59148654
13.03003692,77.56209623
12.989609,77.578307
13.02324525,77.63962246
13.01772869,77.65209675
13.02058596,77.64344729
13.02676752,77.59083007
12.9916994,77.53851458
13.02299602,77.59220034
13.20003995,77.71042541
13.029118,77.567203
13.05524565,77.65360314
13.09845729,77.5732626
13.039683,77.620847
12.95905629,77.5240957
13.26244434,77.71668702
12.99753866,77.55439494
13.0238133,77.54802134
13.02666365,77.58726474
13.02828682,77.57326165
13.02227999,77.6292564
12.96213642,77.53739811
13.102706,77.573684
13.022277,77.639483
12.9888382,77.5784805
13.07108736,77.61847828
13.04521394,77.62097206
13.0246296,77.59498347
13.01848033,77.64307044
13.04102528,77.62106828
12.97180523,77.53748763
13.0995963,77.57804465
13.09934518,77.58806035
13.0304315,77.56027836
13.02416608,77.63045333
13.10265,77.575779
13.07132512,77.5351702
13.06594614,77.530417
13.02311786,77.55687363
13.06301885,77.59212557
13.04012773,77.51890525
13.0300179,77.5629781
13.10350476,77.57690672
13.02402399,77.63133947
12.98183403,77.53312033
12.99831095,77.54075155
12.9967716,77.56130498
13.13225174,77.66431427
12.96085137,77.50746131
13.02060556,77.63952624
12.96073767,77.52882577
13.090957,77.635598
13.06314491,77.58696064
12.9857736,77.55190692
13.032309,77.569751
13.02838508,77.52000667
12.99076571,77.58234758
13.065024,77.353604
12.99745503,77.54820172
13.02177433,77.64051497
13.04045597,77.56362107
13.04106579,77.62199063
13.01579681,77.64018171
13.06446731,77.64848046
13.20007651,77.70823739
12.997653,77.55941905
13.02711736,77.59337649
12.99150568,77.57122748
12.97870285,77.54084039
13.05752211,77.58745115
12.95799374,77.51861863
12.996625,77.564049
13.02950514,77.63104375
13.05803815,77.64388919
13.03041288,77.57029206
13.00731325,77.5711346
13.06812028,77.53042001
13.0225583,77.6480845
13.04938717,77.64572382
13.05530509,77.60793485
13.0834733,77.5601506
13.098513,77.573677
13.05809171,77.58747596
13.02080907,77.63577785
12.97224957,77.51170892
13.02210862,77.64016958
13.05631379,77.6308125
13.00106685,77.55307496
12.97455065,77.55199939
12.98795089,77.53695421
13.067667,77.632167
13.0130352,77.65001334
13.02578921,77.64059477
13.00094336,77.61397015
12.98932727,77.57284854
13.02888158,77.54041795
13.09914925,77.57728558
12.99600748,77.55458236
13.01425333,77.63668377
13.02771708,77.57347986
12.97280238,77.51088884
13.02992847,77.56326634
13.03000785,77.5629941
13.103881,77.577046
12.96006754,77.52692811
12.99100159,77.58258764
13.01481454,77.63943035
12.98897738,77.5333111
13.01093505,77.50714816
13.09831034,77.58220308
13.00080714,77.61502191
13.0636,77.5913
12.96611697,77.53500994
13.03087672,77.56226957
12.97790731,77.54496731
13.199251,77.70890225
12.99718748,77.61415623
12.96429938,77.54070561
12.96093175,77.52038185
13.063873,77.577671
13.057381,77.598828
13.0319552,77.5568562
13.04190588,77.61583496
13.0224884,77.63361834
12.96464277,77.50470366
13.00802866,77.57119764
13.10133061,77.57169519
13.06329286,77.59094439
13.058005,77.597878
13.01651155,77.63941962
12.98837789,77.53477693
13.05893925,77.50677366
12.99876177,77.5521268
12.99337534,77.53932193
13.046444,77.52053406
13.06249237,77.64918655
13.028335,77.572852
13.022214,77.640133
12.99942821,77.57228896
13.05161698,77.63276942
13.00186885,77.5956054
13.03008657,77.56235238
13.021334,77.641837
12.97150661,77.53824368
13.03025525,77.56341245
13.08379103,77.6361832
13.01415468,77.6392265
13.060434,77.628441
13.0233279,77.6396121
13.050206,77.59750072
13.01367938,77.64868699
13.05150495,77.60192133
13.00630513,77.59323768
13.00018089,77.61743456
12.97366524,77.5424467
13.06495917,77.64615197
13.01459731,77.63515458
12.97810007,77.57511165
13.06646314,77.50345577
13.005605,77.571226
13.017657,77.644056
13.03431232,77.59782795
13.10344337,77.60077
13.02450286,77.54811656
12.99154651,77.57047746
13.075665,77.500081
13.01565178,77.64024708
13.04495721,77.62085572
13.03315961,77.56600857
13.01259354,77.54384346
12.9643448,77.54311256
13.03289013,77.63109438
13.04752871,77.57465333
12.96159502,77.54041091
12.99908879,77.61323355
13.01878641,77.6429303
13.03015516,77.56213043
12.97600094,77.5452932
13.1004674,77.58122508
12.9978268,77.49652997
13.01891805,77.63611011
13.042535,77.623123
13.07814747,77.49740973
13.040177,77.620137
12.95768464,77.51870949
13.075161,77.529959
13.02008291,77.59239145
12.98685971,77.57995337
13.10344305,77.60073144
13.04165339,77.51433179
13.04068886,77.51881208
12.994259,77.571207
12.98811065,77.55405765
12.95974505,77.52681915
12.9983606,77.5708295
13.008075,77.556408
13.05908388,77.5931469
12.99820445,77.58135416
13.10369644,77.57689465
13.06490005,77.50427987
12.97020822,77.49528609
13.005863,77.564848
13.152306,77.568972
13.189316,77.64463
13.10017863,77.58029533
13.03009892,77.57077789
13.00498798,77.58456174
13.093151,77.593951
13.03678064,77.60496533
13.088874,77.635134
12.9929134,77.5892593
13.00073821,77.56053183
13.01578211,77.63932139
13.0155087,77.63075039
13.01813309,77.59202432
12.99712181,77.54714426
13.08985475,77.54651427
12.96739905,77.50339542
13.027441,77.5764465
13.04717922,77.50249419
13.058681,77.592744
13.08319797,77.48428937
13.01917415,77.55104821
12.97300429,77.53974102
12.97777401,77.50594083
13.0840347,77.6349763
12.96670181,77.50491623
13.001072,77.570993
13.20664,77.668479
12.98745365,77.55569011
13.00189074,77.62352284
13.056973,77.59982
13.11089802,77.61183929
13.03789681,77.56544665
13.06462571,77.64730398
13.0590242,77.5914533
12.99747986,77.54761767
13.02078751,77.63404783
13.1040256,77.5751026
13.099942,77.579056
13.03251711,77.56560322
12.97270208,77.5116764
13.12128424,77.6173266
12.95859592,77.5259662
12.9758085,77.55262971
13.029785,77.562471
12.98002309,77.57697746
13.122717,77.631698
13.00660992,77.56923594
13.01777638,77.51438577
12.96099252,77.51197111
12.99842202,77.5700577
12.94150173,77.49263473
13.0579516,77.58757621
13.06283334,77.59243067
13.1311,77.5737
13.01086155,77.62976803
13.03092106,77.5622707
13.05370143,77.63171632
13.06681881,77.50624392
13.08380017,77.63605613
13.072577,77.556427
13.0188831,77.63653893
13.00785324,77.55701043
13.02366402,77.63964929
13.0180364,77.63616979
13.07214649,77.55629662
13.06605751,77.59834427
12.97611333,77.53221408
13.0376331,77.6728319
13.03301752,77.56913166
28.64605277,77.34840129
12.97782988,77.49962054
13.20497305,77.63470195
12.98527848,77.48065967
13.0749891,77.56154574
13.00284857,77.57031519
12.98366391,77.56012715
13.02783664,77.57287938
12.97287361,77.54017018
12.96153065,77.52631288
13.0299092,77.55954411
12.9604887,77.53004149
12.96754509,77.53545385
13.02081985,77.59244744
13.01814028,77.50265513
13.06462408,77.6473318
13.00097179,77.55303506
13.04024823,77.61980295
13.02186024,77.63999663
12.98273476,77.4855604
13.05612592,77.63181159
12.99921489,77.61588357
13.07975358,77.59279814
13.04495689,77.62084465
13.02811919,77.55882695
12.99690587,77.61150721
12.97052155,77.52650868
13.05855683,77.64321837
13.02920724,77.56118663
13.058718,77.584862
12.98894863,77.54693437
13.10667747,77.60126989
13.083795,77.636214
13.049801,77.59754933
13.03038695,77.5701725
13.03290614,77.56626002
13.03152151,77.63589453
12.94966537,77.49096237
12.97347444,77.54451502
12.97925826,77.51577515
13.02176323,77.64053743
12.99205158,77.59473603
13.03996374,77.62037326
13.02317241,77.62966275
13.0186368,77.53124245
13.02944602,77.56190043
13.02301104,77.58522157
13.09777936,77.56635893
13.01912907,77.5571898
13.01984609,77.64090523
13.12211001,77.63049692
13.10411573,77.57053647
13.02907724,77.57070377
13.00372733,77.6249709
13.00560507,77.55669493
13.041916,77.61583898
13.03192556,77.56284826
13.062436,77.633304
12.9730056,77.53974102
13.00719859,77.57121205
13.0691471,77.5808465
13.07021803,77.58169605
12.97184117,77.49689709
13.04930486,77.5170482
12.96431866,77.54072171
13.08933551,77.48575889
13.02577059,77.58077312
13.06901776,77.62586944
12.99731978,77.61016879
13.00463353,77.58024674
12.97392989,77.53589943
13.027166,77.654797
13.00116845,77.55302668
12.97835164,77.54438326
13.02648791,77.58758258
13.108283,77.578614
13.04911085,77.5966166
13.06941589,77.69262302
13.02477986,77.54844915
13.102704,77.572413
13.040157,77.620158
13.03412711,77.56413706
13.083237,77.588317
13.04949169,77.59714466
13.030986,77.653263
13.1036164,77.5756927
13.09633664,77.62616951
13.01937276,77.65346166
13.00666056,77.56397579
13.04379933,77.52083816
13.08097596,77.59285346
13.01164719,77.55526766
13.02111972,77.64176153
12.97131352,77.5249986
13.059427,77.592649
13.09092849,77.59376708
13.04191143,77.61583798
13.00374138,77.62286302
13.00024818,77.55255159
12.99746973,77.54508164
13.00872415,77.56312318
12.97232406,77.54091684
12.971652,77.53774412
13.06014181,77.65310694
13.01525063,77.6310575
13.0335091,77.5663942
13.06881919,77.55770143
13.00303118,77.59669706
13.09347142,77.58266207
13.01984315,77.64031682
13.02399263,77.59282261
13.08327864,77.48431016
13.09171714,77.65463546
13.0520172,77.6040421
13.02736725,77.5766271
12.98003354,77.51076881
13.00041447,77.61777252
13.02659799,77.59064063
12.964648,77.53377579
13.008583,77.612184
13.0631988,77.50080407
13.00055919,77.61480734
13.00748,77.57986
13.05018314,77.51619156
12.99934491,77.57259071
13.03006436,77.56236646
12.98847328,77.55844809
12.95899682,77.52476893
13.03515323,77.568375
12.97914378,77.57672118
13.00668506,77.56392181
12.98910577,77.5926248
12.98011326,77.57560283
12.97656811,77.52253063
13.00437873,77.5394091
13.05721249,77.54666984
13.0190154,77.63524778
13.0637746,77.59014945
13.06672605,77.50623185
13.01899841,77.63671696
13.0274324,77.5763795
13.08388541,77.48385988
13.00895596,77.56293488
13.02849091,77.57177833
13.0438,77.51159
13.028233,77.571188
12.96034461,77.51253169
13.00687191,77.57880036
12.98918516,77.57216491
13.02698115,77.58615296
13.0539379,77.50754915
13.028018,77.573377
13.1037082,77.57693958
13.06434908,77.64880233
13.04764205,77.62901366
12.96820573,77.53383983
13.033792,77.633163
13.03400037,77.56736523
13.01703682,77.51932908
13.103425,77.576607
13.01679934,77.65098061
13.188351,77.633682
12.99924984,77.54981842
12.99584479,77.53962234
13.0114096,77.5549029
13.072594,77.633479
12.97161998,77.54700311
12.96882651,77.54430916
12.99245472,77.55688939
12.99780034,77.58146748
12.99475,77.55527
13.00060296,77.61625405
12.99852362,77.56942503
13.03419799,77.56920207
13.01613197,77.65044115
13.00011457,77.55567603
13.02416837,77.59854175
13.01522744,77.63943538
13.02258933,77.50973884
13.02457767,77.59495664
12.99719858,77.61456627
13.01933781,77.65607312
13.039099,77.564152
12.997636,77.570995
12.95807608,77.51829945
13.019178,77.647181
12.99165138,77.57054687
13.02814695,77.55866434
13.00769284,77.56093282
13.04451692,77.62113132
12.99735637,77.60106772
12.96881801,77.54435174
13.00161731,77.6239131
13.06968074,77.55540043
13.00104104,77.57233657
12.96939501,77.53489394
13.10620822,77.57447094
13.09918321,77.58960329
12.98477176,77.55364828
12.966615,77.4918571
13.04147734,77.62189943
13.0326703,77.56636195
13.06101841,77.58735828
12.958559,77.53371444
13.02571637,77.63093211
13.088037,77.634982
13.00626822,77.58230232
12.96817796,77.53395617
12.96730234,77.54229113
13.02930752,77.57866055
12.97782335,77.50603538
13.00147945,77.5948735
13.02508267,77.57984474
12.99783693,77.55483817
13.01603626,77.63386074
13.030879,77.569885
13.01461168,77.63491988
12.98830046,77.53812265
12.99796989,77.55551342
13.04124511,77.62192961
13.1052823,77.5768108
13.09411181,77.58276735
12.96171493,77.51085263
12.98058437,77.51227822
13.0215,77.64139
13.04790824,77.50643872
13.12833474,77.57248778
13.05463684,77.64530607
13.10423851,77.60347769
12.98660391,77.53718656
13.06943449,77.56298438
13.02655161,77.66073111
13.03946759,77.62947869
13.02732217,77.58597493
12.96678938,77.5436547
12.99547759,77.53906846
13.07237575,77.55662285
12.99683008,77.55131878
13.01972723,77.64191279
12.97565821,77.56034508
13.01945867,77.53921162
13.0742765,77.5574738
13.00339249,77.62276948
12.999358,77.572123
13.03105768,77.65342411
13.02879992,77.54041962
13.07937606,77.49690983
13.01572037,77.63949975
13.06375206,77.50368241
13.02348567,77.65817296
12.96004989,77.52685033
13.05810184,77.64369372
12.98195165,77.54752345
13.06297639,77.59238005
13.02296793,77.63685208
13.04095931,77.5175273
13.04003004,77.6223705
13.0634137,77.53050819
13.02313615,77.59456303
13.00769023,77.56407402
13.00815966,77.57120937
13.021438,77.6404288
13.00855526,77.54341867
13.06978525,77.6520079
13.04253594,77.55496725
13.019821,77.647496
13.01965858,77.55809538
12.96154078,77.52630986
13.0295672,77.66579144
12.99909663,77.57806275
13.03523115,77.56446831
13.03235999,77.60826509
13.05825044,77.5861533
12.99294476,77.60697126
13.10296955,77.57176157
13.0211465,77.64198516
12.99627765,77.5711336
13.019849,77.641104
13.05590736,77.64476191
13.09342505,77.58282635
13.036906,77.640812
13.03033743,77.60123033
13.089144,77.635394
13.08966371,77.48613607
13.02278827,77.6370519
12.99324728,77.59826582
13.070988,77.633719
13.018304,77.653644
12.99565237,77.60822285
12.96866151,77.50029378
13.03211828,77.56718472
13.08959,77.635422
12.99844456,77.55467255
13.00156961,77.59489026
12.98946119,77.5758288
13.12239474,77.63019685
13.01476554,77.63408471
13.122209,77.630094
13.03246779,77.5667445
13.0016405,77.59498414
13.0412957,77.6222511
13.0511362,77.50789851
13.02736463,77.58598734
13.026086,77.636972
12.95714324,77.51859784
12.95683741,77.51860086
13.04974416,77.59731263
12.97920043,77.57508449
12.96700175,77.5053608
13.11405884,77.578968
12.994278,77.571234
13.12228535,77.63086673
13.04368468,77.51156677
12.97219142,77.53855515
13.0388002,77.5717487
13.06984502,77.65187144
13.05087491,77.60127828
13.00020218,77.48683964
12.96707559,77.50377797
13.02787779,77.66468871
13.01518824,77.63151482
12.98668297,77.57935759
12.96023156,77.50553817
12.97501687,77.53094673
13.104435,77.607878
13.03024662,77.56215859
13.00820376,77.5707591
13.0655895,77.50076953
12.99730508,77.54815679
12.99220415,77.539161
12.99681,77.58029
13.00419857,77.57130575
13.117694,77.633278
13.02783141,77.5734869
13.0974633,77.5839847
12.98209773,77.55391173
13.0597368,77.5812529
12.99709502,77.55026501
13.00079538,77.61434667
13.10219988,77.56693896
12.99229203,77.59344656
13.060145,77.581356
13.121372,77.614695
12.98341333,77.48587288
13.03118441,77.56227963
13.03503026,77.60461159
13.0654478,77.5525881
12.98574893,77.48650655
13.00089992,77.54110627
13.00797083,77.57129751
13.01202482,77.55443316
12.96725267,77.50174116
13.00416844,77.57125494
13.006917,77.56443277
13.059386,77.592482
12.95861944,77.53353607
13.2780896,77.7213829
13.12074319,77.63147727
13.01941294,77.58521821
13.023763,77.5927864
12.95866878,77.52528325
13.12168847,77.63054989
12.9788922,77.50783453
13.084761,77.634851
13.05742,77.590745
13.04624803,77.50951387
12.98218263,77.55991191
13.06945703,77.55510941
13.03016855,77.57056028
12.99222309,77.58845966
13.04896322,77.51491785
12.98495243,77.58794602
13.03837239,77.57412024
13.02607927,77.62514926
13.06398035,77.58677624
13.00674582,77.59363163
12.98272594,77.48555537
13.05647566,77.53277432
13.02229339,77.63817642
12.97855191,77.55327679
13.05878183,77.59249605
13.0141354,77.63916649
12.99924919,77.61591844
13.01217149,77.64763389
13.03491104,77.58924086
13.00913902,77.56303936
12.99305877,77.5550618
12.96349791,77.50500474
13.01239656,77.55241815
13.0144196,77.64849354
13.02833935,77.56180555
13.0011446,77.53706116
13.12278081,77.6302014
13.0073188,77.55451966
12.98995028,77.55344812
13.071444,77.618366
13.04577377,77.52263658
13.08543499,77.6348317
13.03863533,77.50452865
13.02420006,77.59727675
13.0561177,77.6473186
13.08485271,77.63475224
13.09411017,77.48823289
12.96084647,77.52819445
13.02632524,77.60913279
13.03213723,77.63564508
13.02101715,77.65164379
13.079473,77.592704
13.00477662,77.54927158
13.02054644,77.65652709
13.02163583,77.63994064
13.05727291,77.64410913
12.99760237,77.54051048
13.10456081,77.56972242
13.01978206,77.64047775
13.01627733,77.63553075
13.07712854,77.66108651
13.09955787,77.57804727
13.12172611,77.61838806
13.027894,77.573492
13.00082413,77.61285335
13.01440523,77.65235156
13.05304167,77.64579255
13.027371,77.5747227
13.05789771,77.59599399
13.01946422,77.64222387
13.0118494,77.50761185
13.02821293,77.67925613
12.99184446,77.5368211
13.05901339,77.54589133
13.051171,77.514534
13.02267459,77.59237099
13.07938063,77.59280853
13.04457114,77.62645047
13.02345594,77.64318846
12.98963894,77.59292319
12.98535199,77.54523687
13.04934928,77.54406609
13.02359771,77.65826449
13.02639351,77.60399032
13.0023066,77.57251427
13.02508136,77.63028067
12.97362833,77.54458241
12.97317909,77.54035257
13.03746827,77.65051693
13.014722,77.652799
13.02804928,77.57275466
12.99582682,77.56387554
12.99199898,77.55449988
12.96154895,77.52632428
13.06735344,77.5077292
13.00328893,77.54689984
13.03130494,77.63549957
13.03534,77.5681
12.98273345,77.48556208
13.02672767,77.57542145
13.02404849,77.65111774
13.04116998,77.51917686
13.03221987,77.63498593
13.09649273,77.57856231
13.02088289,77.63537318
13.06014442,77.51277007
12.97612215,77.53313307
13.12171329,77.6258681
13.06910496,77.60287821
13.00955422,77.61476208
13.03318541,77.59036705
12.96735984,77.54378211
13.10412324,77.57052675
12.96994096,77.49246843
13.04131696,77.62193665
13.04908799,77.59701524
13.094336,77.59486
13.01782015,77.62975026
13.04742484,77.5079488
13.0308495,77.6287859
13.04140548,77.62199264
13.0319236,77.65363801
13.14426415,77.61847425
13.09598788,77.59774245
12.95755101,77.52790175
13.00066438,77.61453878
13.06897171,77.5808147
13.0577135,77.64870845
12.99599049,77.56399322
12.98980882,77.50199832
13.0591669,77.56144077
12.97728884,77.5358421
13.02935292,77.56186355
13.099581,77.578158
13.03512662,77.60945499
13.0899795,77.54649717
13.03414148,77.56645314
12.98987089,77.57229768
13.19244018,77.64673166
12.98996008,77.57265676
13.06719798,77.5007008
13.03558979,77.5630853
13.059047,77.592125
13.07364389,77.50264574
12.99087319,77.55784258
13.05744732,77.62709521
13.02691941,77.58599505
12.9789931,77.5620598
12.99827175,77.5509892
13.01456856,77.63531484
13.06770878,77.65151974
12.989045,77.57460605
12.9878666,77.55597509
12.99802673,77.55560327
13.06897204,77.56136734
13.1059656,77.58197408
13.01103371,77.50712
13.059965,77.593129
13.072734,77.604163
12.99197546,77.53650662
13.106942,77.5757195
13.02684363,77.6655953
12.9701896,77.49661379
13.070871,77.504382
12.99230019,77.53405809
13.07089206,77.50610344
13.09018621,77.54108112
13.02746589,77.64118955
13.02779483,77.49334887
12.97634889,77.52509449
13.06890084,77.52997309
13.04741276,77.57268861
12.99948015,77.48825502
13.05717133,77.50710759
13.03409706,77.60471318
13.01942927,77.56192457
13.02253446,77.51942832
12.96008943,77.52703305
12.993135,77.595407
13.0830631,77.4820947
12.95742391,77.51870312
13.07648112,77.51730598
12.96013844,77.50559684
13.103737,77.576941
13.0014936,77.5708643
12.96841549,77.53770892
13.1914795,77.62247209
12.96464669,77.53094506
13.02006168,77.55536791
13.0535419,77.575389
13.00448,77.54983988
13.09449519,77.58086801
13.00825407,77.52693348
13.02476941,77.59127799
13.07556225,77.51709715
13.0261482,77.62612626
12.99060432,77.59355586
13.0702023,77.7448445
13.0299485,77.5625669
12.97552197,77.55884103
13.01876344,77.65270986
12.98603806,77.55447373
13.056324,77.576686
12.9779109,77.57493328
13.00852815,77.54396014
12.96744087,77.53588635
13.01539273,77.63045166
13.01253572,77.55453642
13.20497208,77.63471805
13.06586743,77.50372332
12.96812961,77.53405206
12.96080204,77.52862796
12.98984345,77.55256467
13.02085,77.636223
12.9855601,77.55232964
13.00703362,77.57119428
13.12088947,77.63137434
13.005867,77.564869
12.96059946,77.52946012
12.99190228,77.55728837
13.03512368,77.60565162
12.96073571,77.51236707
13.02896226,77.57090159
12.96014367,77.51229834
13.024823,77.637032
13.03495677,77.60140836
13.02395213,77.65843213
12.94150173,77.49263372
13.00855559,77.61358459
13.02271183,77.59263486
13.19302383,77.64579892
12.98834816,77.55635329
13.08348079,77.48398125
13.02453847,77.59529091
12.98360976,77.56590345
13.0651401,77.50438247
12.96092456,77.52046868
13.03474674,77.60554768
13.057834,77.594009
13.0690802,77.61940906
13.02917,77.56724607
12.99070103,77.57463388
13.05505164,77.53412984
12.992166,77.554589
13.00192014,77.57846743
13.021238,77.64156
12.95610486,77.51853548
13.0674207,77.6350708
13.07440222,77.5020285
13.08386679,77.63578992
13.027861,77.639778
13.14564194,77.61800922
13.02420169,77.59036638
13.00644201,77.52639167
12.95900663,77.52664346
13.07220985,77.51040604
13.00461165,77.56100591
13.01590984,77.52030674
12.98520595,77.48064626
13.03930492,77.59666823
13.05589005,77.53295671
13.03098614,77.6532625
13.06385,77.58012
13.1054444,77.5675017
12.97269554,77.5394433
12.9728491,77.55003735
13.06812355,77.62922823
13.03763061,77.65083008
13.06049618,77.6417964
13.01624271,77.63549924
13.12151803,77.61985794
13.07363246,77.50500642
12.98911165,77.54126485
12.97389917,77.5445006
12.99213064,77.59384923
13.068039,77.630625
12.96857755,77.53248297
12.99342467,77.55072568
13.070045,77.744728
13.036907,77.565645
13.1052042,77.5742448
13.02891947,77.66442787
12.98823316,77.55639654
13.0963216,77.5802501
12.97938731,77.57494502
12.95922521,77.51927208
13.03519914,77.56368846
13.06676851,77.50320129
13.00910505,77.53837176
13.0503197,77.7146563
13.042633,77.667543
13.06578774,77.61639118
13.07145706,77.63357911
12.99510125,77.55243156
12.9869868,77.54645493
13.02869114,77.56174318
13.03821626,77.66508937
13.0446844,77.6269667
12.98133515,77.5765986
13.08933029,77.44543288
13.25775357,77.71369267
13.15691088,77.56478199
13.02658427,77.52057865
